cd_procedimento;nm_procedimento
41501101;Investigação ultrassônica sem registro gráfico (qualquer área)
41501128;Paquimetria ultrassônica - monocular
41501144;Tomografia de coerência óptica - monocular
41501195;Pletismografia (qualquer tipo) por lateralidade ou território
41501209;Medida de pressão hepática
41501225;Oximetria arterial, perfil
41501233;Oximetria venosa, perfil
41501268;Pressão arterial peniana
50000012;Sessão de psicomotricidade individual
50000055;Consulta individual ambulatorial, em terapia ocupacional
50000071;Consulta individual hospitalar, em terapia ocupacional
50000080;Sessão individual ambulatorial, em terapia ocupacional
50000101;Sessão individual hospitalar, em terapia ocupacional
50000136;Sessão de terapia ocupacional para treinamento órteses, próteses e adaptações
50000144;Consulta ambulatorial em fisioterapia
50000160;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético
50000160;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético
50000160;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético
50000195;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de queimaduras
50000209;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico
50000217;Atendimento fisioterapêutico ambulatorial no pré e pós cirúrgico e em recuperação de tecidos
50000233;Atendimento fisioterapêutico ambulatorial para alterações inflamatórias e ou degenerativas do aparelho genito-urinário e reprodutor, e/ou proctológico
50000349;Consulta hospitalar em fisioterapia
50000365;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético
50000365;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético
50000365;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético
50000381;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema cardiovascular
50000390;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de queimaduras
50000403;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações do sistema linfático e/ou vascular periférico
50000411;Atendimento fisioterapêutico hospitalar no pré e pós cirúrgico e em recuperação de tecidos
50000420;Atendimento fisioterapêutico hospitalar por alterações endocrino-metabólicas
50000454;Atendimento fisioterapêutico hospitalar para alterações inflamatórias e ou degenerativas do aparelho genito-urinário, reprodutor e/ou proctológico
50000462;Consulta em psicologia
50000462;Consulta em psicologia
50000470;Sessão de psicoterapia individual por psicólogo
50000527;Consulta hospitalar de enfermagem
50000560;Consulta ambulatorial por nutricionista
50000586;Consulta individual ambulatorial de fonoaudiologia
50000608;Consulta individual hospitalar de fonoaudiologia
50000616;Sessão individual ambulatorial de fonoaudiologia
50000632;Sessão individual hospitalar de fonoaudiologia
50000659;Orientação fonoaudiológica aos pais/escolar/cuidador
50000675;Avaliação do processamento auditivo central por fonoaudiólogo
50000691;Consulta hospitalar por nutricionista
50000713;Atendimento fisioterapêutico ambulatorial ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000713;Atendimento fisioterapêutico ambulatorial ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000721;Atendimento fisioterapêutico ambulatorial ao paciente dependente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000721;Atendimento fisioterapêutico ambulatorial ao paciente dependente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000730;Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações no sistema respiratório
50000748;Atendimento fisioterapêutico ambulatorial em grupo aos pacientes com disfunção decorrente de alterações no sistema respiratório
50000756;Atendimento fisioterapêutico ambulatorial individual ao paciente com disfunção decorrente de alterações do sistema cardiovascular
50000764;Atendimento fisioterapêutico ambulatorial em grupo aos pacientes com disfunção decorrente de alterações do sistema cardiovascular
50000772;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas
50000772;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas
50000772;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas
50000772;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas
50000772;Atendimento fisioterapêutico ambulatorial individual por alterações endocrino-metabólicas
50000780;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas
50000780;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas
50000780;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas
50000780;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas
50000780;Atendimento fisioterapêutico ambulatorial em grupo por alterações endocrino-metabólicas
50000799;Atendimento fisioterapêutico hospitalar ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000799;Atendimento fisioterapêutico hospitalar ao paciente independente ou com dependência parcial, com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000802;Atendimento fisioterapêutico hospitalar ao paciente dependente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000802;Atendimento fisioterapêutico hospitalar ao paciente dependente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50000810;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório com assistência ventilatória.
50000829;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório sem assistência ventilatória
50000900;EMG não  invasivo
50000926;Ventilometria (incluindo Capacidade Vital, Capacidade Inspiratoria, volume minuto, volume corrente e todos índices derivados destas avaliações)
50000934;Análise Eletroterapêutica não invasiva, identificação de ponto motor, cronaximetria, reobase, acomodação e curva I/T - por segmento ou membro
50001000;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório sem Assistência Ventilatória Mecânica.
50001019;Atendimento fisioterapêutico hospitalar ao paciente com disfunção decorrente de alterações no sistema respiratório com Assistência Ventilatória Mecânica.
50001043;Atendimento fisioterapêutico hospitalar ao paciente com dependência parcial com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001043;Atendimento fisioterapêutico hospitalar ao paciente com dependência parcial com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001051;Atendimento fisioterapêutico hospitalar ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001051;Atendimento fisioterapêutico hospitalar ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001060;Atendimento fisioterapêutico ambulatorial ao paciente com dependência parcial com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001060;Atendimento fisioterapêutico ambulatorial ao paciente com dependência parcial com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001078;Atendimento fisioterapêutico ambulatorial ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
50001078;Atendimento fisioterapêutico ambulatorial ao paciente com dependência total com disfunção decorrente de lesão do sistema nervoso central e/ou periférico
81000111;Diagnóstico anatomopatológico em citologia esfoliativa na região buco-maxilo-facial
81000138;Diagnóstico anatomopatológico em material de biópsia na região buco-maxilo-facial
81000154;Diagnóstico anatomopatológico em peça cirúrgica na região buco-maxilo-facial
81000170;Diagnóstico anatomopatológico em punção na região buco-maxilo-facial
81000324;Radiografia antero-posterior
81000340;Radiografia da ATM
81000367;Radiografia da mão e punho - carpal
81000367;Radiografia da mão e punho - carpal
81000405;Radiografia panorâmica de mandíbula/maxila (ortopantomografia)
81000430;Radiografia póstero-anterior
81000472;Telerradiografia
81000561;Radiografia lateral corpo da mandíbula
81000570;Técnica de localização radiográfica
82000239;Biópsia de boca
82000247;Biópsia de glândula salivar
82000255;Biópsia de lábio
82000263;Biópsia de língua
82000271;Biópsia de mandíbula
82000280;Biópsia de maxila
82000298;Bridectomia
82000301;Bridotomia
82000743;Exérese de lipoma na região buco-maxilo-facial
82000778;Exérese ou excisão de cálculo salivar
82000786;Exérese ou excisão de cistos odontológicos
82000794;Exérese ou excisão de mucocele
82000808;Exérese ou excisão de rânula
82000883;Frenulectomia labial
82000891;Frenulectomia lingual
82000905;Frenulotomia labial
82000913;Frenulotomia lingual
82001022;Incisão e Drenagem extra-oral de abscesso, hematoma e/ou flegmão da região buco-maxilo-facial
82001030;Incisão e Drenagem intra-oral de abscesso, hematoma e/ou flegmão da região buco-maxilo-facial
82001120;Punção aspirativa orientada por imagem na região buco-maxilo-facial
82001197;Redução simples de luxação de Articulação Têmporo-mandibular (ATM)
82001219;Reeducação e/ou reabilitação de distúrbio buco-maxilo-facial
82001235;Reeducação e/ou reabilitação de sequela em traumatismo buco-maxilo-facial
82001367;Remoção de odontoma
82001375;Remoção de tamponamento nasal
82001430;Retirada dos meios de fixação da região buco-maxilo-facial
82001499;Sutura de ferida em região buco-maxilo-facial
82001510;Tratamento cirúrgico das fístulas buco nasal
82001529;Tratamento cirúrgico das fístulas buco sinusal
82001545;Tratamento cirúrgico de bridas constritivas da região buco-maxilo-facial
82001545;Tratamento cirúrgico de bridas constritivas da região buco-maxilo-facial
82001553;Tratamento cirúrgico de hiperplasias de tecidos moles na região buco-maxilo-facial
82001588;Tratamento cirúrgico de hiperplasias de tecidos ósseos/cartilaginosos na região buco-maxilo-facial
82001596;Tratamento cirúrgico de tumores benignos de tecidos ósseos/cartilaginosos na região buco-maxilo-facial
82001618;Tratamento cirúrgico dos tumores benignos de tecidos moles na região buco-maxilo-facial
82001634;Tratamento Cirúrgico para tumores odontogênicos benignos – sem reconstrução
82001642;Tratamento conservador de luxação da articulação têmporo-mandibular - ATM
82001758;Marsupialização de cistos odontológicos
82001758;Marsupialização de cistos odontológicos
20104464;Terapia imunoprofilática com palivizumabe para o vírus sincicial respiratório (por sessão) – ambulatorial
20204183;Terapia imunoprofilática com palivizumabe para o vírus sincicial respiratório (por sessão) – hospitalar
30304156;Cross-linking (CXL) de colágeno corneano
40503852;ALK - pesquisa de mutação
40901793;Elastografia hepática ultrassônica
40707091;Cintilografia de perfusão cerebral para avaliação de transportadores de dopamina
001;ANATOMIA PATOLÓGICA E CITOPATOLOGIA
002;ANESTESIAS
003;DIAGNÓSTICO POR IMAGEM - OUTROS
004;DIAGNÓSTICO POR IMAGEM - RX
005;ENDOSCOPIA DIAGNÓSTICA
006;ENDOSCOPIA INTERVENCIONISTA
007;EXAMES RADIOLÓGICOS EM ODONTOLOGIA
008;GENÉTICA
009;MEDICINA LABORATORIAL
010;MEDICINA NUCLEAR
011;MEDICINA TRANSFUCIONAL
012;MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM
013;OUTROS EXAMES E PROCEDIMENTOS
014;PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL
015;PROCEDIMENTOS DE ENFERMAGEM
016;PROCEDIMENTOS DE FONOAUDIOLOGIA
017;PROCEDIMENTOS DE NUTRIÇÃO
018;PROCEDIMENTOS EM FISIOTERAPIA
019;PROCEDIMENTOS EM PSICOTERAPIA
020;PROCEDIMENTOS EM TERAPIA OCUPACIONAL
021;RADIOTERAPIA MEGAVOLTAGEM
022;RADIOTERAPIA OUTRAS TÉCNICAS
023;RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA
